,Age,Weight,Height,Neck,Chest,Abdomen,Hip,Thigh,Knee,Ankle,Biceps,Forearm,Wrist,log_sigma,Intercept
130,0.055037554,-0.15271518,0.035942875,-0.20611593,-0.0035685943,1.0019038,-0.21688119,0.19133331,0.45340332,0.08524205,0.23479652,0.23126605,-1.6064535,1.4440211,-0.292382
131,0.061694123,-0.19590123,0.14704213,-0.4641945,-0.0011697058,1.0266795,-0.101461224,0.41689074,0.42700726,0.13063717,0.004831975,0.5257497,-1.2501454,1.5057936,-0.14960523
132,0.01812708,-0.08286763,-0.26339146,-0.58698326,0.12843683,0.8287124,-0.075055525,0.1253481,-0.02298157,0.06661755,0.30570734,0.21102266,-1.2978439,1.4093152,0.09695336
133,0.07939774,-0.13639356,0.14407101,-0.54480225,-0.0939291,1.1283182,-0.25263694,0.4644086,-0.10732087,0.11752406,0.05956107,0.59114647,-1.9790473,1.5172546,-0.10436599
134,0.018007163,-0.06918822,-0.35875747,-0.5194618,0.044192754,0.8471417,0.0038432973,0.068747915,0.1267797,0.08869112,0.17346114,0.14429149,-0.99617267,1.4338055,0.1340719
135,0.036302406,-0.04137544,-0.12193248,-0.44550246,-0.08716032,0.9694468,-0.40213183,0.0634018,0.20880425,-0.016758636,0.04614354,0.6319861,-1.0433222,1.4952347,0.08406156
136,0.053327832,-0.0263406,-0.14227821,-0.41831204,-0.058630917,0.930205,-0.35597846,0.08672525,0.3466685,-0.11052416,0.15448016,0.4102034,-1.2878485,1.4805242,0.13126935
137,0.07651657,-0.03750766,-0.158933,-0.44637063,-0.061254125,0.9855576,-0.32250968,0.068169884,0.19914198,-0.022281758,0.107583,0.49225643,-1.3336737,1.458183,0.03965517
138,0.06436582,-0.12969814,0.050510533,-0.6226958,0.05428928,0.94579345,-0.20027515,0.37830585,-0.26100567,0.30061167,0.26393545,0.42341718,-0.8627385,1.4681989,-0.08945545
139,0.053779174,-0.09978783,-0.013397202,-0.30172652,-0.030154286,0.9252234,-0.13802621,0.1951945,0.01211904,0.18161097,0.089068055,0.5744274,-1.2478714,1.3959013,0.12603793
